epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	1.0881609916687012	0.7344062924385071	0.6271076798439026	0.7408179640769958	1417.23583984375	1.8651959896087646	0.06735242903232574	1420.9891357421875	0.001
2	0.7188074588775635	0.4963587820529938	0.7514206171035767	0.46839287877082825	2.7345168590545654	1.069568157196045	0.4636782109737396	2.181868553161621	0.001
3	0.45967963337898254	0.3214629888534546	0.8372771739959717	0.30581068992614746	1.2472407817840576	0.23292851448059082	0.8846136927604675	1.2050930261611938	0.001
4	0.3367065191268921	0.24852979183197021	0.8732740879058838	0.21987377107143402	0.3695306181907654	0.18020379543304443	0.9135521054267883	0.265545517206192	0.001
5	0.2662440538406372	0.20964685082435608	0.8951532244682312	0.16052885353565216	0.4884456396102905	0.3158230781555176	0.8406872749328613	0.33078035712242126	0.001
6	0.22735005617141724	0.17236080765724182	0.9136410355567932	0.14093121886253357	169.02444458007812	1.83994722366333	0.08200544118881226	169.10215759277344	0.001
7	0.18133549392223358	0.13720060884952545	0.9316003322601318	0.11238482594490051	0.40761861205101013	0.1870516985654831	0.910471498966217	0.327241986989975	0.001
8	0.15720613300800323	0.1257300227880478	0.9374691843986511	0.09373430162668228	0.523638904094696	0.3568151593208313	0.813694953918457	0.3508795201778412	0.001
9	0.1346908062696457	0.10323922336101532	0.9469658136367798	0.08431874215602875	0.9251044392585754	0.6208421587944031	0.6920655369758606	0.6210439205169678	0.001
10	0.13652177155017853	0.10596778988838196	0.9478444457054138	0.08273454755544662	0.6879968643188477	0.46963194012641907	0.7631481289863586	0.46338486671447754	0.001
11	0.18712393939495087	0.13759437203407288	0.930427610874176	0.11849366128444672	0.7713358402252197	0.5067392587661743	0.7411069273948669	0.5143401026725769	0.001
12	0.13097700476646423	0.1000814437866211	0.9492911696434021	0.0815916657447815	1.2012763023376465	0.5505130887031555	0.7327690124511719	0.8876710534095764	0.001
13	0.12384270131587982	0.09633871167898178	0.9526180028915405	0.07469502091407776	0.2525237500667572	0.17550097405910492	0.920482873916626	0.14782756567001343	0.001
14	0.15384946763515472	0.11626724153757095	0.9425010085105896	0.09476600587368011	0.8591750860214233	0.5748834609985352	0.7093072533607483	0.5713158249855042	0.001
15	0.15197645127773285	0.11917940527200699	0.9402787685394287	0.09342113137245178	0.4309842586517334	0.29781287908554077	0.8502580523490906	0.2801109850406647	0.001
16	0.11516059190034866	0.09059193730354309	0.9549714922904968	0.07001552730798721	0.6956849098205566	0.5197233557701111	0.7463092803955078	0.4153306484222412	0.001
17	0.10334426909685135	0.07778787612915039	0.960990309715271	0.06434838473796844	0.548979640007019	0.43184271454811096	0.7842437624931335	0.3315087556838989	0.001
18	0.09488112479448318	0.07358836382627487	0.9623618125915527	0.05897555500268936	0.4389877915382385	0.3242729902267456	0.8353261351585388	0.281360000371933	0.001
19	0.11785519123077393	0.09268058091402054	0.954394519329071	0.07053667306900024	0.20928922295570374	0.1586073935031891	0.9229516983032227	0.12762288749217987	0.001
