epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	1.1555732488632202	0.7489151954650879	0.620456337928772	0.7958860993385315	36014.125	1.8791444301605225	0.06200726702809334	35969.09765625	0.001
2	0.6825972199440002	0.4719671308994293	0.7640899419784546	0.44784340262413025	2006.5218505859375	1.8722362518310547	0.06473248451948166	1994.5238037109375	0.001
3	0.4083801209926605	0.28748583793640137	0.8529083132743835	0.2718041241168976	1.6461337804794312	0.24796144664287567	0.8770533204078674	1.5853652954101562	0.001
4	0.303717702627182	0.22124981880187988	0.889594316482544	0.1950971782207489	0.3680919110774994	0.25048983097076416	0.8705604672431946	0.2469244748353958	0.001
5	0.213200643658638	0.1575525850057602	0.9194970726966858	0.1377924382686615	0.24226753413677216	0.14581674337387085	0.9264772534370422	0.16999417543411255	0.001
6	0.19177143275737762	0.14438697695732117	0.9261038899421692	0.12189602106809616	3.7883670330047607	1.0182218551635742	0.48136112093925476	3.2724876403808594	0.001
7	0.18196779489517212	0.13654078543186188	0.9304315447807312	0.11971244215965271	1.0531840324401855	0.7461461424827576	0.6247298121452332	0.6906887888908386	0.001
8	0.1899777203798294	0.14337246119976044	0.9273989200592041	0.11932729929685593	0.2820596992969513	0.1950223445892334	0.9001690745353699	0.17921842634677887	0.001
9	0.156895250082016	0.12146711349487305	0.9399969577789307	0.0952153280377388	0.2576064467430115	0.17020176351070404	0.912518322467804	0.1729733943939209	0.001
10	0.13489389419555664	0.10471411049365997	0.9477697014808655	0.08224047720432281	1.4431003332138062	1.0295695066452026	0.4854547679424286	0.9221217036247253	0.001
11	0.1507808119058609	0.11596005409955978	0.9402006268501282	0.09450461715459824	0.7278764843940735	0.5147677659988403	0.7380499243736267	0.47948479652404785	0.001
12	0.12437567859888077	0.09766340255737305	0.9507948160171509	0.07602566480636597	0.37079429626464844	0.2493712604045868	0.873393714427948	0.24431546032428741	0.001
13	0.13239730894565582	0.1061628982424736	0.9478406310081482	0.0780595913529396	0.19239570200443268	0.12118580937385559	0.9355814456939697	0.13832217454910278	0.001
14	0.10436803102493286	0.08159714192152023	0.9593778252601624	0.063445545732975	0.24583467841148376	0.17443206906318665	0.9134488105773926	0.15400980412960052	0.001
15	0.10615134239196777	0.08374349772930145	0.9587581157684326	0.06355983763933182	1.126711368560791	0.7832943797111511	0.6061319708824158	0.721682071685791	0.001
16	0.09720619767904282	0.07517269998788834	0.9625438451766968	0.05934809520840645	0.15675753355026245	0.09944553673267365	0.9485275149345398	0.1121005043387413	0.001
17	0.12434113025665283	0.090534508228302	0.9549424648284912	0.07830263674259186	0.24329498410224915	0.15817762911319733	0.9204379916191101	0.1662081927061081	0.001
18	0.10293533653020859	0.07814987748861313	0.961113691329956	0.06346902251243591	0.6445194482803345	0.4786653518676758	0.7694191932678223	0.3912745714187622	0.001
19	0.0751035064458847	0.058258313685655594	0.970947265625	0.04626074433326721	0.27728843688964844	0.1765669286251068	0.9212598204612732	0.17089074850082397	0.001
20	0.10640224069356918	0.08706101030111313	0.9565606117248535	0.06285305321216583	0.1350315809249878	0.09973183274269104	0.9514653086662292	0.08222076296806335	0.001
21	0.08087857812643051	0.062236566096544266	0.9690331816673279	0.04977404698729515	0.12065829336643219	0.07609488070011139	0.9637948870658875	0.0763038620352745	0.001
22	0.09609634429216385	0.07986050099134445	0.9599998593330383	0.05626782402396202	0.14419445395469666	0.10014069080352783	0.9498289227485657	0.09553410857915878	0.001
23	0.08322726935148239	0.06751829385757446	0.9663892388343811	0.04941025376319885	0.17254263162612915	0.12394331395626068	0.9382514357566833	0.11016687005758286	0.001
24	0.08274667710065842	0.0659671351313591	0.9668121337890625	0.04982515424489975	0.2273082137107849	0.17079518735408783	0.9214634299278259	0.13181526958942413	0.001
25	0.07059062272310257	0.057630252093076706	0.971527636051178	0.041344333440065384	0.2088465839624405	0.15023863315582275	0.9298779368400574	0.12469127774238586	0.000100000005
26	0.07724220305681229	0.06439284235239029	0.9680469632148743	0.04477325826883316	0.16872189939022064	0.12231969833374023	0.9409804344177246	0.10558518767356873	0.000100000005
27	0.06877797842025757	0.055558059364557266	0.9718578457832336	0.04133354499936104	0.17111200094223022	0.12223358452320099	0.937272310256958	0.1115521788597107	0.000100000005
28	0.07868478447198868	0.06440136581659317	0.9678172469139099	0.04658164456486702	0.14931398630142212	0.1038902997970581	0.9442426562309265	0.104146309196949	0.000100000005
29	0.08224905282258987	0.06861525028944016	0.9661784172058105	0.047476205974817276	0.18189115822315216	0.12552323937416077	0.9378337264060974	0.11762052029371262	0.000100000005
30	0.07434514164924622	0.06002980098128319	0.970150351524353	0.04415176063776016	0.12644000351428986	0.08832520246505737	0.960743248462677	0.0730612576007843	0.000100000005
31	0.07310599833726883	0.05945668742060661	0.970826268196106	0.04265814274549484	0.15991127490997314	0.11078901588916779	0.9421630501747131	0.10809556394815445	0.000100000005
32	0.0710325762629509	0.056707073003053665	0.971303403377533	0.042919501662254333	0.16285060346126556	0.11334356665611267	0.9406502842903137	0.11182626336812973	0.000100000005
33	0.08036631345748901	0.06745993345975876	0.9665699601173401	0.04632982611656189	0.1026608794927597	0.07371124625205994	0.9660172462463379	0.05985509976744652	1.0000001e-05
34	0.07096443325281143	0.05774976313114166	0.9708412289619446	0.042673081159591675	0.11819663643836975	0.08307740092277527	0.9610808491706848	0.07218259572982788	1.0000001e-05
35	0.06815671920776367	0.05511939525604248	0.9724485874176025	0.040719155222177505	0.1299816370010376	0.09185178577899933	0.953662097454071	0.0843111202120781	1.0000001e-05
36	0.07092568278312683	0.057491905987262726	0.9702537059783936	0.04324396699666977	0.13910236954689026	0.09615151584148407	0.9550318717956543	0.08313488215208054	1.0000001e-05
37	0.07397779822349548	0.06090373918414116	0.9688141345977783	0.04443800076842308	0.12299111485481262	0.08744026720523834	0.9538034796714783	0.08373454958200455	1.0000001e-05
38	0.074595145881176	0.061228301376104355	0.9695003628730774	0.04379155486822128	0.13105285167694092	0.09225791692733765	0.955858051776886	0.08083406835794449	1.0000001e-05
39	0.07229287922382355	0.05952891707420349	0.9699557423591614	0.043146152049303055	0.10057777166366577	0.07312308251857758	0.9671685695648193	0.05711844936013222	1.0000001e-05
40	0.08140899986028671	0.06837394833564758	0.9661391377449036	0.04690953344106674	0.13997222483158112	0.09777931869029999	0.954246461391449	0.08464502543210983	1.0000001e-05
41	0.06776797026395798	0.05492095649242401	0.9728858470916748	0.04002191871404648	0.12596920132637024	0.088249072432518	0.9594761729240417	0.07350078970193863	1e-05
42	0.07012242078781128	0.05748124048113823	0.9711491465568542	0.04152863100171089	0.1353020966053009	0.0927119106054306	0.9507699012756348	0.09460463374853134	1e-05
43	0.07174919545650482	0.05905923619866371	0.9707737565040588	0.04210461303591728	0.1358555257320404	0.0958380252122879	0.9487250447273254	0.09347490221261978	1e-05
44	0.07109209150075912	0.0578339658677578	0.9713712930679321	0.04185991734266281	0.1158139780163765	0.07928743958473206	0.9638369083404541	0.06884827464818954	1e-05
45	0.058777738362550735	0.046830914914608	0.9769165515899658	0.034915991127491	0.09450425207614899	0.06601855158805847	0.9710050225257874	0.053605835884809494	1e-05
46	0.08153627812862396	0.06861046701669693	0.9659936428070068	0.046782005578279495	0.1291017085313797	0.08907076716423035	0.9566042423248291	0.08196903020143509	1e-05
47	0.07548172026872635	0.06124836206436157	0.9687369465827942	0.04534031078219414	0.1367860585451126	0.09437741339206696	0.9531333446502686	0.09047595411539078	1e-05
48	0.07789221405982971	0.06524936109781265	0.9664322137832642	0.046077385544776917	0.1543804407119751	0.10824398696422577	0.9484407305717468	0.09504711627960205	1e-05
49	0.0794781893491745	0.0664345920085907	0.9672746062278748	0.046467624604701996	0.1290251612663269	0.08910836279392242	0.9566488265991211	0.08096978813409805	1e-05
50	0.07231981307268143	0.05880901589989662	0.9705805778503418	0.042854443192481995	0.1193280965089798	0.0835033655166626	0.962296187877655	0.06911492347717285	1e-05
51	0.07893307507038116	0.06743510067462921	0.9666511416435242	0.04478168487548828	0.09338696300983429	0.06673340499401093	0.9659307599067688	0.06159529089927673	1e-05
52	0.07419896870851517	0.06134301424026489	0.9685897827148438	0.04410313069820404	0.1449929177761078	0.09909568727016449	0.9454841613769531	0.10473448038101196	1e-05
53	0.08010677248239517	0.06741086393594742	0.9669358730316162	0.04605016112327576	0.13010726869106293	0.09255069494247437	0.9556889533996582	0.07909876108169556	1e-05
54	0.06950052827596664	0.05672864988446236	0.9720244407653809	0.04070017859339714	0.13519300520420074	0.0937490463256836	0.9549179077148438	0.08488277345895767	1e-05
55	0.08432411402463913	0.07134251296520233	0.9651147723197937	0.047821640968322754	0.1065002903342247	0.07606062293052673	0.9611815810203552	0.06866773962974548	1e-05
56	0.07329107075929642	0.061182327568531036	0.9696739912033081	0.04235883057117462	0.12519848346710205	0.08999380469322205	0.9512174725532532	0.08752057701349258	1e-05
57	0.06720436364412308	0.05414644256234169	0.9733373522758484	0.0396316722035408	0.11971136182546616	0.08497433364391327	0.956402063369751	0.0786292776465416	1e-05
58	0.08010537922382355	0.06641583889722824	0.9673059582710266	0.04641878977417946	0.13812929391860962	0.09515291452407837	0.9499072432518005	0.09570919722318649	1e-05
59	0.059207312762737274	0.045933764427900314	0.9772463440895081	0.035879842936992645	0.11840534210205078	0.08217212557792664	0.9623899459838867	0.06990570574998856	1e-05
60	0.06945015490055084	0.055528152734041214	0.9726077318191528	0.04122035577893257	0.13962095975875854	0.09540225565433502	0.9541923403739929	0.08831871300935745	1e-05
61	0.07606054097414017	0.062109898775815964	0.9684048295021057	0.04543502256274223	0.12087151408195496	0.08518631756305695	0.9591317176818848	0.07372649013996124	1e-05
62	0.07990031689405441	0.06701973080635071	0.9660606384277344	0.04666115716099739	0.10772830992937088	0.07475106418132782	0.9675765633583069	0.06057871878147125	1e-05
63	0.066559799015522	0.05421597138047218	0.9731248617172241	0.03916936367750168	0.11094462871551514	0.0790228396654129	0.9608492255210876	0.07199927419424057	1e-05
64	0.07217313349246979	0.05954166129231453	0.9708316922187805	0.041735973209142685	0.09901660680770874	0.06955796480178833	0.9654054641723633	0.06305157393217087	1e-05
65	0.0806078091263771	0.06731812655925751	0.9668415784835815	0.04639649763703346	0.11993888020515442	0.08171455562114716	0.9611452221870422	0.07508165389299393	1e-05
66	0.08219027519226074	0.07003455609083176	0.9646739959716797	0.04751213639974594	0.11592265963554382	0.08321122825145721	0.9596874713897705	0.07150334864854813	1e-05
67	0.07236621528863907	0.059662897139787674	0.9706690311431885	0.041998185217380524	0.11116068065166473	0.07946914434432983	0.9588875770568848	0.07228118181228638	1e-05
68	0.08442049473524094	0.07150015234947205	0.9641818404197693	0.048705726861953735	0.09696443378925323	0.07072572410106659	0.9644133448600769	0.06284809857606888	1e-05
69	0.06936783343553543	0.05680534616112709	0.9711417555809021	0.041277822107076645	0.1094827651977539	0.07476876676082611	0.9622206687927246	0.07254751771688461	1e-05
70	0.07938294857740402	0.06636679172515869	0.9671369194984436	0.045884523540735245	0.11276452988386154	0.07952375710010529	0.9598028063774109	0.07362855225801468	1e-05
71	0.07459813356399536	0.06059188023209572	0.9698632955551147	0.04400830715894699	0.10981446504592896	0.07723206281661987	0.9594468474388123	0.07598559558391571	1e-05
72	0.06856050342321396	0.05538177862763405	0.9727880358695984	0.04044905677437782	0.12190462648868561	0.087092325091362	0.9609997868537903	0.06908141076564789	1e-05
73	0.07034669816493988	0.05783160403370857	0.9701259732246399	0.042371347546577454	0.10987691581249237	0.07767713069915771	0.9615642428398132	0.07070451974868774	1e-05
74	0.07313688844442368	0.06119050085544586	0.9697821140289307	0.04209689795970917	0.08973522484302521	0.06548041105270386	0.9666974544525146	0.05803610011935234	1e-05
75	0.08713364601135254	0.07419511675834656	0.9614931344985962	0.051546450704336166	0.12279960513114929	0.08536988496780396	0.955109179019928	0.08350680023431778	1e-05
76	0.07512768357992172	0.06307519972324371	0.9685529470443726	0.04353662580251694	0.10295924544334412	0.07556119561195374	0.9623016715049744	0.06437178701162338	1e-05
77	0.07443591207265854	0.060935404151678085	0.9698159098625183	0.043637633323669434	0.1302061527967453	0.09164844453334808	0.9497978091239929	0.0950544998049736	1e-05
78	0.07862978428602219	0.06671763211488724	0.9672330617904663	0.044582296162843704	0.08239826560020447	0.059657156467437744	0.9707483649253845	0.050574690103530884	1e-05
79	0.08655556291341782	0.07475752383470535	0.9625469446182251	0.049210142344236374	0.08898657560348511	0.06475178897380829	0.9663546085357666	0.05956575274467468	1e-05
80	0.06162125989794731	0.04827995225787163	0.9757375121116638	0.0375167578458786	0.10940131545066833	0.07654416561126709	0.9643266797065735	0.06591331213712692	1e-05
81	0.07977864146232605	0.06777223944664001	0.9662063121795654	0.045787423849105835	0.11363959312438965	0.07965920865535736	0.9582161903381348	0.07889237254858017	1e-05
82	0.08959919959306717	0.07547058910131454	0.9611452221870422	0.05324628949165344	0.13887956738471985	0.09419408440589905	0.9549060463905334	0.08725769072771072	1e-05
83	0.06401263922452927	0.05114305764436722	0.9744543433189392	0.038455720990896225	0.11230087280273438	0.07682652771472931	0.958700954914093	0.08145236223936081	1e-05
84	0.07348182797431946	0.060783613473176956	0.9699814319610596	0.042666658759117126	0.13350340723991394	0.09182435274124146	0.9544601440429688	0.08473966270685196	1e-05
85	0.05945679172873497	0.04702134057879448	0.9765427112579346	0.03591171279549599	0.09801095724105835	0.07099282741546631	0.9673400521278381	0.057027462869882584	1e-05
86	0.06998017430305481	0.056464266031980515	0.9712647795677185	0.042138732969760895	0.12360294908285141	0.08698327839374542	0.9573531746864319	0.07892613857984543	1e-05
87	0.07210160791873932	0.059825774282217026	0.9704949855804443	0.041812967509031296	0.11520805209875107	0.08154095709323883	0.957195520401001	0.07990584522485733	1e-05
88	0.08214740455150604	0.06871777027845383	0.9650266170501709	0.04897239804267883	0.10879037529230118	0.07732352614402771	0.9619319438934326	0.06831268966197968	1e-05
89	0.06906957924365997	0.056824322789907455	0.971902072429657	0.040285661816596985	0.10789274424314499	0.07700662314891815	0.9602267146110535	0.07176737487316132	1e-05
90	0.06645335257053375	0.05393720045685768	0.9727927446365356	0.04005226120352745	0.1286240518093109	0.08874094486236572	0.9600165486335754	0.07329518347978592	1e-05
91	0.07291816174983978	0.059482038021087646	0.9695546627044678	0.043823737651109695	0.114957794547081	0.08037851750850677	0.9569178223609924	0.08037526905536652	1e-05
92	0.08114217221736908	0.06882735341787338	0.9661998152732849	0.04642064869403839	0.12240129709243774	0.0853448212146759	0.9566048979759216	0.0809805691242218	1e-05
93	0.09073612093925476	0.0791800394654274	0.9613037109375	0.05015185847878456	0.08210697770118713	0.06017547845840454	0.9722984433174133	0.048738230019807816	1e-05
94	0.07003507763147354	0.05705874413251877	0.9716832041740417	0.04138810187578201	0.12291760742664337	0.08381359279155731	0.9650426506996155	0.066857248544693	1e-05
95	0.06646528840065002	0.054546382278203964	0.9728659987449646	0.03895482420921326	0.11725987493991852	0.08080920577049255	0.9631679058074951	0.06911841779947281	1e-05
96	0.07517918199300766	0.06326489895582199	0.9685937762260437	0.04334259405732155	0.1236952543258667	0.08798646926879883	0.9582774043083191	0.07390113919973373	1e-05
97	0.06371494382619858	0.05147278681397438	0.9746260643005371	0.037524230778217316	0.1300514042377472	0.08821578323841095	0.9557962417602539	0.08746892958879471	1e-05
98	0.07057765871286392	0.057875923812389374	0.9710835218429565	0.041648875921964645	0.10066908597946167	0.0725686103105545	0.9629661440849304	0.06511782109737396	1e-05
99	0.07416988909244537	0.0612838976085186	0.9689761400222778	0.044686459004879	0.09787973761558533	0.06684467196464539	0.9637248516082764	0.07126159965991974	1e-05
100	0.0793287605047226	0.06783174723386765	0.9659284949302673	0.0456962026655674	0.07895463705062866	0.05644349753856659	0.970181405544281	0.053470853716135025	1e-05
