epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	0.9960444569587708	0.6671378016471863	0.6594057679176331	0.6816912293434143	2351.10498046875	1.8989015817642212	0.048366326838731766	2357.808837890625	0.001
2	0.45713114738464355	0.3410232663154602	0.8280061483383179	0.28840211033821106	3.5269594192504883	0.7613124847412109	0.6239622235298157	3.067737340927124	0.001
3	0.2847157418727875	0.20715326070785522	0.8962194919586182	0.18134157359600067	75.60752868652344	1.8047600984573364	0.09351692348718643	74.9153060913086	0.001
4	0.19128836691379547	0.1497148722410202	0.9263317584991455	0.11500035971403122	0.39163732528686523	0.19315551221370697	0.9040594100952148	0.2987420856952667	0.001
5	0.3076498210430145	0.20608705282211304	0.8979396224021912	0.20149902999401093	400.4368591308594	1.8649921417236328	0.0663694366812706	401.04638671875	0.001
6	0.16011928021907806	0.1172199547290802	0.941405713558197	0.10283911973237991	2.8384337425231934	0.350933313369751	0.8211010098457336	2.799856424331665	0.001
7	0.11542821675539017	0.08765352517366409	0.9559171199798584	0.07195866852998734	0.37064602971076965	0.1685815006494522	0.9205625653266907	0.2572266161441803	0.001
8	0.10140836983919144	0.07678328454494476	0.9617448449134827	0.06298954039812088	0.2336520105600357	0.1344771832227707	0.9308550357818604	0.16656047105789185	0.001
9	0.12598808109760284	0.10051722079515457	0.9498659372329712	0.07554478198289871	0.46307092905044556	0.18874920904636383	0.9066466689109802	0.35814037919044495	0.001
10	0.15886768698692322	0.11917541176080704	0.939338207244873	0.10327056050300598	0.5916416049003601	0.4623139798641205	0.7682952284812927	0.3681698739528656	0.001
11	0.11784303188323975	0.09308072179555893	0.9538321495056152	0.07075660675764084	0.699081301689148	0.5480961203575134	0.7199141979217529	0.4289449155330658	0.001
12	0.10384353995323181	0.08135617524385452	0.9593004584312439	0.06311053782701492	1.2607016563415527	0.8795468211174011	0.5663568377494812	0.7938610911369324	0.001
13	0.09419194608926773	0.07277364283800125	0.9640052318572998	0.05738178268074989	0.7872737050056458	0.6182618737220764	0.690869152545929	0.47475290298461914	0.001
